Date,drawdown
2024-07-10,-0.07572389153932021
2024-07-11,-0.060168129272677125
2024-07-12,-0.05322543335777348
2024-07-15,-0.05187097489688382
2024-07-16,-0.02613006118255463
2024-07-17,-0.05535300365012524
2024-07-18,-0.07128723980072903
2024-07-19,-0.08308568527342662
2024-07-22,-0.07361066503778467
2024-07-23,-0.06982069054749006
2024-07-24,-0.10714580369703933
2024-07-25,-0.09386579616321356
2024-07-26,-0.05158611168685903
2024-07-29,-0.060881289110701176
2024-07-30,-0.06869715368658523
2024-07-31,-0.044899993722624494
2024-08-01,-0.08978982319879421
2024-08-02,-0.12065062929906396
2024-08-05,-0.15541903596300755
2024-08-06,-0.15618102921138352
2024-08-07,-0.15318593766687802
2024-08-08,-0.12616338830115673
2024-08-09,-0.12636339978933794
2024-08-12,-0.1332628251936046
2024-08-13,-0.10195856972513948
2024-08-14,-0.10275080078943044
2024-08-15,-0.0606105570309473
2024-08-16,-0.0559610809232469
2024-08-19,-0.04467310293831665
2024-08-20,-0.05892045351903638
2024-08-21,-0.048992741962255795
2024-08-22,-0.06626836467204575
2024-08-23,-0.039820632592237004
2024-08-26,-0.052575149711395874
2024-08-27,-0.05934001565976509
2024-08-28,-0.06326822295141492
2024-08-29,-0.06640498665074104
2024-08-30,-0.05808652041346674
2024-09-03,-0.09510425670896995
2024-09-04,-0.0948856027404385
2024-09-05,-0.09944430993432654
2024-09-06,-0.12002221493427272
2024-09-09,-0.10628090046460616
2024-09-10,-0.096666004971525
2024-09-11,-0.07076307990216082
2024-09-12,-0.061632316355555
2024-09-13,-0.03560038480554305
2024-09-16,-0.04223520639342528
2024-09-17,-0.03111356486387875
2024-09-18,-0.03213900282720917
2024-09-19,-0.0005818442812187335
2024-09-20,-0.015590088257989328
2024-09-23,-0.01224798126161074
2024-09-24,-0.0013238726313354325
2024-09-25,-0.003216076082791877
2024-09-26,0.0
2024-09-27,0.0
2024-09-30,-0.007409374887803762
2024-10-01,-0.03530771264076253
2024-10-02,-0.0329786460870442
2024-10-03,-0.034374405409373525
2024-10-04,-0.0197029576698761
2024-10-07,-0.027965858529749605
2024-10-08,-0.01230027595524237
2024-10-09,-0.008262596209527198
2024-10-10,0.0
2024-10-11,0.0
2024-10-14,0.0
2024-10-15,-0.010739522424383174
2024-10-16,0.0
2024-10-17,-0.00047533694757992563
2024-10-18,0.0
2024-10-21,-0.014561858445006012
2024-10-22,-0.026997990223111824
2024-10-23,-0.03810039176217107
2024-10-24,-0.039124676666580094
2024-10-25,-0.04567953540323924
2024-10-28,-0.04115165775410067
2024-10-29,-0.04284000126963496
2024-10-30,-0.04665175372587839
2024-10-31,-0.059050230296570395
2024-11-01,-0.06346360599729198
2024-11-04,-0.05444824527580223
2024-11-05,-0.03331191112096591
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,-0.0049855125686016554
